year,substance,emit_way,unit,quantity
2006,Dimethylphenol (mixed isomers),Releases to Air,grams,867000
2000,Dioxins and furans - total,Releases to Air,grams,97.819001
2001,Dioxins and furans - total,Releases to Air,grams,94.024
2002,Dioxins and furans - total,Releases to Air,grams,90.741
2003,Dioxins and furans - total,Releases to Air,grams,80.496
2004,Dioxins and furans - total,Releases to Air,grams,72.6669
2005,Dioxins and furans - total,Releases to Air,grams,50.28457
2006,Dioxins and furans - total,Releases to Air,grams,40.118588
2007,Dioxins and furans - total,Releases to Air,grams,38.631071
2008,Dioxins and furans - total,Releases to Air,grams,30.877903
2009,Dioxins and furans - total,Releases to Air,grams,29.490821
2010,Dioxins and furans - total,Releases to Air,grams,23.277424
2011,Dioxins and furans - total,Releases to Air,grams,15.0353
2012,Dioxins and furans - total,Releases to Air,grams,11.1641
2013,Dioxins and furans - total,Releases to Air,grams,9.7518
2014,Dioxins and furans - total,Releases to Air,grams,12.4274
2015,Dioxins and furans - total,Releases to Air,grams,14.5084
2016,Dioxins and furans - total,Releases to Air,grams,13.0219
2017,Dioxins and furans - total,Releases to Air,grams,12.6714
2018,Dioxins and furans - total,Releases to Air,grams,13.2037
2019,Dioxins and furans - total,Releases to Air,grams,12.595597
2020,Dioxins and furans - total,Releases to Air,grams,12.336994
2021,Dioxins and furans - total,Releases to Air,grams,14.487634
2022,Dioxins and furans - total,Releases to Air,grams,13.248401000000001
2000,Diphenylamine,Releases to Air,grams,7000
2001,Diphenylamine,Releases to Air,grams,12000
2002,Diphenylamine,Releases to Air,grams,18000
2003,Diphenylamine,Releases to Air,grams,1669000
2004,Diphenylamine,Releases to Air,grams,80000
2005,Diphenylamine,Releases to Air,grams,90000
2006,Diphenylamine,Releases to Air,grams,1357000
2007,Diphenylamine,Releases to Air,grams,332000
2008,Diphenylamine,Releases to Air,grams,267000
2009,Diphenylamine,Releases to Air,grams,242000
2017,Diphenylamine,Releases to Air,grams,0
2018,Diphenylamine,Releases to Air,grams,0
1993,Ethyl acrylate,Releases to Air,grams,4760000
1994,Ethyl acrylate,Releases to Air,grams,130000
1995,Ethyl acrylate,Releases to Air,grams,100000
1996,Ethyl acrylate,Releases to Air,grams,100000
1997,Ethyl acrylate,Releases to Air,grams,100000
2000,Ethyl acrylate,Releases to Air,grams,1778000
2001,Ethyl acrylate,Releases to Air,grams,1478000
2002,Ethyl acrylate,Releases to Air,grams,48000
2003,Ethyl acrylate,Releases to Air,grams,15000
2004,Ethyl acrylate,Releases to Air,grams,44000
2005,Ethyl acrylate,Releases to Air,grams,59000
2006,Ethyl acrylate,Releases to Air,grams,72000
2007,Ethyl acrylate,Releases to Air,grams,555000
2008,Ethyl acrylate,Releases to Air,grams,133000
2009,Ethyl acrylate,Releases to Air,grams,102000
2010,Ethyl acrylate,Releases to Air,grams,78200
2011,Ethyl acrylate,Releases to Air,grams,148716400
2012,Ethyl acrylate,Releases to Air,grams,68700
2013,Ethyl acrylate,Releases to Air,grams,20100
2014,Ethyl acrylate,Releases to Air,grams,82400
2015,Ethyl acrylate,Releases to Air,grams,72200
2016,Ethyl acrylate,Releases to Air,grams,70300
2017,Ethyl acrylate,Releases to Air,grams,100000
2018,Ethyl acrylate,Releases to Air,grams,77200
2019,Ethyl acrylate,Releases to Air,grams,70300
2020,Ethyl acrylate,Releases to Air,grams,65400
2021,Ethyl acrylate,Releases to Air,grams,74100
2022,Ethyl acrylate,Releases to Air,grams,47344
1993,Ethylbenzene,Releases to Air,grams,615412000
1994,Ethylbenzene,Releases to Air,grams,532313000
1995,Ethylbenzene,Releases to Air,grams,678443000
1996,Ethylbenzene,Releases to Air,grams,660787000
1997,Ethylbenzene,Releases to Air,grams,817159000
1998,Ethylbenzene,Releases to Air,grams,761727000
1999,Ethylbenzene,Releases to Air,grams,738713000
2000,Ethylbenzene,Releases to Air,grams,763395000
2001,Ethylbenzene,Releases to Air,grams,789978000
2002,Ethylbenzene,Releases to Air,grams,907514000
2003,Ethylbenzene,Releases to Air,grams,866250000
2004,Ethylbenzene,Releases to Air,grams,911403900
2005,Ethylbenzene,Releases to Air,grams,815267000
2006,Ethylbenzene,Releases to Air,grams,778043000
2007,Ethylbenzene,Releases to Air,grams,599049000
2008,Ethylbenzene,Releases to Air,grams,939755460
2009,Ethylbenzene,Releases to Air,grams,838325300
2010,Ethylbenzene,Releases to Air,grams,883133700
2011,Ethylbenzene,Releases to Air,grams,324288900
2012,Ethylbenzene,Releases to Air,grams,350555800
2013,Ethylbenzene,Releases to Air,grams,341148700
2014,Ethylbenzene,Releases to Air,grams,419351200
2015,Ethylbenzene,Releases to Air,grams,514218300
2016,Ethylbenzene,Releases to Air,grams,641118100
2017,Ethylbenzene,Releases to Air,grams,364764800
2018,Ethylbenzene,Releases to Air,grams,430651350
2019,Ethylbenzene,Releases to Air,grams,463767039
2020,Ethylbenzene,Releases to Air,grams,391490641
2021,Ethylbenzene,Releases to Air,grams,422852856
2022,Ethylbenzene,Releases to Air,grams,338372793
1993,Ethylene,Releases to Air,grams,3563393000
1994,Ethylene,Releases to Air,grams,2556683000
1995,Ethylene,Releases to Air,grams,2387883000
1996,Ethylene,Releases to Air,grams,2309188000
1997,Ethylene,Releases to Air,grams,2056714000
1998,Ethylene,Releases to Air,grams,2682936000
1999,Ethylene,Releases to Air,grams,2167433000
2000,Ethylene,Releases to Air,grams,2709910000
2001,Ethylene,Releases to Air,grams,2472003000
2002,Ethylene,Releases to Air,grams,2055997000
2003,Ethylene,Releases to Air,grams,1920274000
2004,Ethylene,Releases to Air,grams,1879348000
2005,Ethylene,Releases to Air,grams,1839182000
2006,Ethylene,Releases to Air,grams,1461972000
2007,Ethylene,Releases to Air,grams,1426772000
2008,Ethylene,Releases to Air,grams,1250158000
2009,Ethylene,Releases to Air,grams,1322002020
2010,Ethylene,Releases to Air,grams,1208704500
2011,Ethylene,Releases to Air,grams,1207706500
2012,Ethylene,Releases to Air,grams,1447704600
2013,Ethylene,Releases to Air,grams,1434152800
2014,Ethylene,Releases to Air,grams,1533287900
2015,Ethylene,Releases to Air,grams,1492655100
2016,Ethylene,Releases to Air,grams,1472416500
2017,Ethylene,Releases to Air,grams,1434084700
2018,Ethylene,Releases to Air,grams,1776794000
2019,Ethylene,Releases to Air,grams,1516539900
2020,Ethylene,Releases to Air,grams,1302554393
2021,Ethylene,Releases to Air,grams,1398965540
2022,Ethylene,Releases to Air,grams,1641259045
1993,Ethylene glycol,Releases to Air,grams,767576000
1994,Ethylene glycol,Releases to Air,grams,377194000
1995,Ethylene glycol,Releases to Air,grams,533470000
1996,Ethylene glycol,Releases to Air,grams,504493000
1997,Ethylene glycol,Releases to Air,grams,378040000
1998,Ethylene glycol,Releases to Air,grams,255931000
1999,Ethylene glycol,Releases to Air,grams,283656000
2000,Ethylene glycol,Releases to Air,grams,317388000
2001,Ethylene glycol,Releases to Air,grams,247111000
2002,Ethylene glycol,Releases to Air,grams,312126000
2003,Ethylene glycol,Releases to Air,grams,351502000
2004,Ethylene glycol,Releases to Air,grams,344976000
2005,Ethylene glycol,Releases to Air,grams,299093000
2006,Ethylene glycol,Releases to Air,grams,178641000
2007,Ethylene glycol,Releases to Air,grams,180158000
2008,Ethylene glycol,Releases to Air,grams,209648000
2009,Ethylene glycol,Releases to Air,grams,162308000
2010,Ethylene glycol,Releases to Air,grams,92939400
2011,Ethylene glycol,Releases to Air,grams,72728700
2012,Ethylene glycol,Releases to Air,grams,49422100
2013,Ethylene glycol,Releases to Air,grams,63177800
2014,Ethylene glycol,Releases to Air,grams,49983900
2015,Ethylene glycol,Releases to Air,grams,30656900
2016,Ethylene glycol,Releases to Air,grams,162914600
2017,Ethylene glycol,Releases to Air,grams,170138900
2018,Ethylene glycol,Releases to Air,grams,157481230
2019,Ethylene glycol,Releases to Air,grams,31987640
2020,Ethylene glycol,Releases to Air,grams,17957851
2021,Ethylene glycol,Releases to Air,grams,42574208
2022,Ethylene glycol,Releases to Air,grams,38131298
1993,Ethylene oxide,Releases to Air,grams,105588000
1994,Ethylene oxide,Releases to Air,grams,50842000
1995,Ethylene oxide,Releases to Air,grams,26086000
1996,Ethylene oxide,Releases to Air,grams,22829000
1997,Ethylene oxide,Releases to Air,grams,18004000
1998,Ethylene oxide,Releases to Air,grams,18517000
1999,Ethylene oxide,Releases to Air,grams,21690000
2000,Ethylene oxide,Releases to Air,grams,18516000
2001,Ethylene oxide,Releases to Air,grams,19209000
2002,Ethylene oxide,Releases to Air,grams,15353000
2003,Ethylene oxide,Releases to Air,grams,11680000
2004,Ethylene oxide,Releases to Air,grams,14081000
2005,Ethylene oxide,Releases to Air,grams,19550000
2006,Ethylene oxide,Releases to Air,grams,17439000
2007,Ethylene oxide,Releases to Air,grams,1595000
2008,Ethylene oxide,Releases to Air,grams,1125000
2009,Ethylene oxide,Releases to Air,grams,1239000
2010,Ethylene oxide,Releases to Air,grams,1332700
2011,Ethylene oxide,Releases to Air,grams,1008300
2012,Ethylene oxide,Releases to Air,grams,1206000
2013,Ethylene oxide,Releases to Air,grams,1748100
2014,Ethylene oxide,Releases to Air,grams,1509700
2015,Ethylene oxide,Releases to Air,grams,1411100
2016,Ethylene oxide,Releases to Air,grams,1360500
2017,Ethylene oxide,Releases to Air,grams,1626900
2018,Ethylene oxide,Releases to Air,grams,1832200
2019,Ethylene oxide,Releases to Air,grams,1634300
2020,Ethylene oxide,Releases to Air,grams,1219000
2021,Ethylene oxide,Releases to Air,grams,1412700
2022,Ethylene oxide,Releases to Air,grams,1578900
2006,Ethylene thiourea,Releases to Air,grams,2290000
2007,Ethylene thiourea,Releases to Air,grams,1780000
2000,Fluoranthene,Releases to Air,grams,96977533
2001,Fluoranthene,Releases to Air,grams,100348252
2002,Fluoranthene,Releases to Air,grams,56184052
2003,Fluoranthene,Releases to Air,grams,65320751
2004,Fluoranthene,Releases to Air,grams,57875753
2005,Fluoranthene,Releases to Air,grams,61499490
2006,Fluoranthene,Releases to Air,grams,71426580
2007,Fluoranthene,Releases to Air,grams,58585759
2008,Fluoranthene,Releases to Air,grams,70339499.99
2009,Fluoranthene,Releases to Air,grams,51791463.48
2010,Fluoranthene,Releases to Air,grams,45986820.800000004
2011,Fluoranthene,Releases to Air,grams,41723639.5
2012,Fluoranthene,Releases to Air,grams,48216128.2
2013,Fluoranthene,Releases to Air,grams,53498664.4
2014,Fluoranthene,Releases to Air,grams,49239246.2
2015,Fluoranthene,Releases to Air,grams,17059603.2
2016,Fluoranthene,Releases to Air,grams,3672526.5
2017,Fluoranthene,Releases to Air,grams,3525555
2018,Fluoranthene,Releases to Air,grams,3617342.1
2019,Fluoranthene,Releases to Air,grams,3232733.234
2020,Fluoranthene,Releases to Air,grams,2504863.474
2021,Fluoranthene,Releases to Air,grams,3271349.657
2022,Fluoranthene,Releases to Air,grams,3111851.405
2006,Fluorene,Releases to Air,grams,14819686
2007,Fluorene,Releases to Air,grams,21072277
2008,Fluorene,Releases to Air,grams,18307983.12
2009,Fluorene,Releases to Air,grams,17483759.34
2010,Fluorene,Releases to Air,grams,14656755.3
2011,Fluorene,Releases to Air,grams,14003776.3
2012,Fluorene,Releases to Air,grams,12328756.5
2013,Fluorene,Releases to Air,grams,10048010.2
2014,Fluorene,Releases to Air,grams,8283401.7
2015,Fluorene,Releases to Air,grams,6899494.4
2016,Fluorene,Releases to Air,grams,7680319.6
2017,Fluorene,Releases to Air,grams,8423916.3
2018,Fluorene,Releases to Air,grams,5935829.5
2019,Fluorene,Releases to Air,grams,8211370.294
2020,Fluorene,Releases to Air,grams,7645156.167
2021,Fluorene,Releases to Air,grams,7956349.376
2022,Fluorene,Releases to Air,grams,5890591.779
1999,Fluorine,Releases to Air,grams,8843000
2000,Fluorine,Releases to Air,grams,7691000
2001,Fluorine,Releases to Air,grams,101000
2002,Fluorine,Releases to Air,grams,22271000
2003,Fluorine,Releases to Air,grams,20472000
2004,Fluorine,Releases to Air,grams,22272000
2005,Fluorine,Releases to Air,grams,22268000
2006,Fluorine,Releases to Air,grams,27643000
2007,Fluorine,Releases to Air,grams,31579000
2008,Fluorine,Releases to Air,grams,40574000
2009,Fluorine,Releases to Air,grams,16039000
2010,Fluorine,Releases to Air,grams,22050000
2011,Fluorine,Releases to Air,grams,38925400
2012,Fluorine,Releases to Air,grams,43117100
2013,Fluorine,Releases to Air,grams,34080000
2014,Fluorine,Releases to Air,grams,21043000
2015,Fluorine,Releases to Air,grams,19514000
2016,Fluorine,Releases to Air,grams,12000
2017,Fluorine,Releases to Air,grams,1837000
2018,Fluorine,Releases to Air,grams,1842000
2019,Fluorine,Releases to Air,grams,1930000
2020,Fluorine,Releases to Air,grams,1845700
2021,Fluorine,Releases to Air,grams,1850600
2022,Fluorine,Releases to Air,grams,1930600
1993,Formaldehyde,Releases to Air,grams,340054000
1994,Formaldehyde,Releases to Air,grams,729854000
1995,Formaldehyde,Releases to Air,grams,874970000
1996,Formaldehyde,Releases to Air,grams,1121991000
1997,Formaldehyde,Releases to Air,grams,1323890000
1998,Formaldehyde,Releases to Air,grams,1275079000
1999,Formaldehyde,Releases to Air,grams,1573406000
2000,Formaldehyde,Releases to Air,grams,1774560000
2001,Formaldehyde,Releases to Air,grams,1698754000
2002,Formaldehyde,Releases to Air,grams,1877537000
2003,Formaldehyde,Releases to Air,grams,1977048000
2004,Formaldehyde,Releases to Air,grams,1992885000
2005,Formaldehyde,Releases to Air,grams,2411647000
2006,Formaldehyde,Releases to Air,grams,2194053000
2007,Formaldehyde,Releases to Air,grams,1757601000
2008,Formaldehyde,Releases to Air,grams,1239723000
2009,Formaldehyde,Releases to Air,grams,987991000
2010,Formaldehyde,Releases to Air,grams,1091357300
2011,Formaldehyde,Releases to Air,grams,1153508600
2012,Formaldehyde,Releases to Air,grams,1065080600
2013,Formaldehyde,Releases to Air,grams,1303010200
2014,Formaldehyde,Releases to Air,grams,1347332200
2015,Formaldehyde,Releases to Air,grams,1453702500
2016,Formaldehyde,Releases to Air,grams,1593040500
2017,Formaldehyde,Releases to Air,grams,1587751600
2018,Formaldehyde,Releases to Air,grams,1896025000
2019,Formaldehyde,Releases to Air,grams,1935475507
2020,Formaldehyde,Releases to Air,grams,1950922958
2021,Formaldehyde,Releases to Air,grams,2238762297
2022,Formaldehyde,Releases to Air,grams,2204404542
1999,Formic acid,Releases to Air,grams,581000
2000,Formic acid,Releases to Air,grams,674000
2001,Formic acid,Releases to Air,grams,374000
2002,Formic acid,Releases to Air,grams,399000
2003,Formic acid,Releases to Air,grams,1404000
2004,Formic acid,Releases to Air,grams,509000
2005,Formic acid,Releases to Air,grams,34936000
2006,Formic acid,Releases to Air,grams,67380000
2007,Formic acid,Releases to Air,grams,37794000
2008,Formic acid,Releases to Air,grams,31271000
2009,Formic acid,Releases to Air,grams,29663000
2010,Formic acid,Releases to Air,grams,93098800
2011,Formic acid,Releases to Air,grams,25827100
2012,Formic acid,Releases to Air,grams,20096600
2013,Formic acid,Releases to Air,grams,26215600
2014,Formic acid,Releases to Air,grams,102300
2015,Formic acid,Releases to Air,grams,30951000
2016,Formic acid,Releases to Air,grams,33431300
2017,Formic acid,Releases to Air,grams,33955300
2018,Formic acid,Releases to Air,grams,34363100
2019,Formic acid,Releases to Air,grams,35551000
2020,Formic acid,Releases to Air,grams,35793890
2021,Formic acid,Releases to Air,grams,35715832
2022,Formic acid,Releases to Air,grams,35786668
1999,HCFC-123 (all isomers),Releases to Air,grams,227000
2000,HCFC-123 (all isomers),Releases to Air,grams,2737000
2001,HCFC-123 (all isomers),Releases to Air,grams,2811000
2002,HCFC-123 (all isomers),Releases to Air,grams,1271000
2003,HCFC-123 (all isomers),Releases to Air,grams,1610000
2004,HCFC-123 (all isomers),Releases to Air,grams,894000
2005,HCFC-123 (all isomers),Releases to Air,grams,576000
2006,HCFC-123 (all isomers),Releases to Air,grams,843000
2007,HCFC-123 (all isomers),Releases to Air,grams,3447000
2008,HCFC-123 (all isomers),Releases to Air,grams,2435000
2009,HCFC-123 (all isomers),Releases to Air,grams,2593000
2010,HCFC-123 (all isomers),Releases to Air,grams,2952000
2011,HCFC-123 (all isomers),Releases to Air,grams,2645000
2012,HCFC-123 (all isomers),Releases to Air,grams,2463000
2013,HCFC-123 (all isomers),Releases to Air,grams,2630000
2014,HCFC-123 (all isomers),Releases to Air,grams,2227000
2015,HCFC-123 (all isomers),Releases to Air,grams,1620000
2016,HCFC-123 (all isomers),Releases to Air,grams,1680000
2017,HCFC-123 (all isomers),Releases to Air,grams,2000000
2018,HCFC-123 (all isomers),Releases to Air,grams,1720000
2001,HCFC-124 (all isomers),Releases to Air,grams,74000
2002,HCFC-124 (all isomers),Releases to Air,grams,121000
2003,HCFC-124 (all isomers),Releases to Air,grams,54000
2004,HCFC-124 (all isomers),Releases to Air,grams,0
2007,HCFC-124 (all isomers),Releases to Air,grams,290000
2008,HCFC-124 (all isomers),Releases to Air,grams,203000
2009,HCFC-124 (all isomers),Releases to Air,grams,220000
2010,HCFC-124 (all isomers),Releases to Air,grams,253000
2011,HCFC-124 (all isomers),Releases to Air,grams,212000
2012,HCFC-124 (all isomers),Releases to Air,grams,206000
2013,HCFC-124 (all isomers),Releases to Air,grams,223000
1999,HCFC-141b,Releases to Air,grams,178854000
2000,HCFC-141b,Releases to Air,grams,169956000
2001,HCFC-141b,Releases to Air,grams,256960000
2002,HCFC-141b,Releases to Air,grams,122429000
2003,HCFC-141b,Releases to Air,grams,93397000
2004,HCFC-141b,Releases to Air,grams,77371000
2005,HCFC-141b,Releases to Air,grams,72507000
2006,HCFC-141b,Releases to Air,grams,64579000
2007,HCFC-141b,Releases to Air,grams,29305000
2008,HCFC-141b,Releases to Air,grams,4826000
2009,HCFC-141b,Releases to Air,grams,3600000
2010,HCFC-141b,Releases to Air,grams,1545400
1999,HCFC-142b,Releases to Air,grams,746066000
2000,HCFC-142b,Releases to Air,grams,941089000
2001,HCFC-142b,Releases to Air,grams,800579000
2002,HCFC-142b,Releases to Air,grams,723404000
2003,HCFC-142b,Releases to Air,grams,735182000
2004,HCFC-142b,Releases to Air,grams,760103000
2005,HCFC-142b,Releases to Air,grams,927965000
2006,HCFC-142b,Releases to Air,grams,836348000
2007,HCFC-142b,Releases to Air,grams,865670000
2008,HCFC-142b,Releases to Air,grams,817878000
2009,HCFC-142b,Releases to Air,grams,675323000
1999,HCFC-22,Releases to Air,grams,136612000
2000,HCFC-22,Releases to Air,grams,127913000
2001,HCFC-22,Releases to Air,grams,134747000
2002,HCFC-22,Releases to Air,grams,144761000
2003,HCFC-22,Releases to Air,grams,109121000
2004,HCFC-22,Releases to Air,grams,115212000
2005,HCFC-22,Releases to Air,grams,99751000
2006,HCFC-22,Releases to Air,grams,72224000
2007,HCFC-22,Releases to Air,grams,167545000
2008,HCFC-22,Releases to Air,grams,198615000
2009,HCFC-22,Releases to Air,grams,64474000
2010,HCFC-22,Releases to Air,grams,6618500
2011,HCFC-22,Releases to Air,grams,3453400
2012,HCFC-22,Releases to Air,grams,4308200
